step	post	like	prior	mu1	mu2	gamma	pi	spa1	spa2	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
60500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.572399106950640	0.000188756508656	0.000047696043097	0.252685554721926	0.095336104451591	0.000000000000000	0.000000000000000	-5	3	-2	3	-5	-5	11	-2	-4	2	1	5	-3	2	2	1	7	12	0	-5	-6	-1	-6	-5	-1	6	-5	-1	-6	1	2	3	10	-1	-5	-4	0	-3	2	9	19	8	-1	2	-6	1	-3	1	0	-3	17	-4	4	-3	-1	16	-2	4	-3	8	-4	15	0	-5	-6	-4	-1	2	0	11	-6	-1	4	-3	-2	-6	3	-3	-5	0	-1	12	9	3	9	0	-5	-3	-6	9	-3	11	5	-1	1	13	1	3	0	5	1	4	1	2	3	1	27	4	15	-1	0	1	2	21	24	6	74	81	92	0	77	0	103	104	74	35	66	47	108	109	84	115	60	51	40	78	108	57	64	42	19	91	87	41	15	109	79	23	116	15	31	103	88	18	60	18	26	30	43	84	3	105	92	91	83	44	64	75	3	58	116	25	50	97	94	111	92	58	9	112	98	106	48	113	88	35	92	92	105	46	88	83	95	107	41	36	99	74	101	102	12	87	50	12	16	73	20	115	51	78	87	32	99	11	104	95	51	110	20	65	113	38	0	65	19	0	13	30	14	32	0	34	1	1	6	1	4	1	7	10	4	6	3	6	2	13	6	12	1	7	4	11	2	9	5	9	14	5	2	1	7	6	5	7	2	10	10	13	12	6	13	1	2	16	12	8	8	10	12	2	1	1	6	4	17	1	13	4	5	8	11	7	14	4	12	17	9	1	12	14	2	15	15	9	16	11	16	10	6	1	16	11	19	1	13	4	17	11	5	14	5	3	15	3	17	17	13	9	17	6	17	1	15	18	20	14	16	17	1	2	5	1	4	12	3	18	1	15
61000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.552758961300729	0.000173470157525	0.000045561197820	0.262645739587542	0.127255281075596	0.000000000000000	0.000000000000000	2	23	-2	-6	5	11	4	-4	4	4	2	8	-5	0	1	10	-3	0	3	6	-4	7	-6	3	-4	11	-4	-4	6	9	-5	5	-4	9	-2	4	-5	-5	4	-3	7	-5	-3	-4	5	-6	-1	9	9	-2	9	11	0	5	1	-5	7	3	-3	13	-3	-4	3	3	11	14	-1	-4	1	-5	6	-1	-5	2	6	5	-6	3	-2	7	4	2	12	-2	3	11	-5	0	12	2	-4	-6	6	0	-4	7	6	-6	-4	1	-3	4	4	10	3	3	30	6	1	-1	6	-5	-6	12	16	4	87	93	69	0	33	0	48	27	45	43	58	52	52	28	109	50	56	44	107	9	59	102	13	80	77	87	103	44	25	60	92	79	98	30	31	83	91	114	70	99	112	61	103	20	79	63	44	110	81	35	63	10	61	115	93	101	97	48	15	15	42	14	74	96	77	86	12	68	76	14	77	52	15	102	44	109	95	69	69	21	41	68	25	45	105	94	15	13	89	110	81	115	76	64	15	78	11	68	89	97	61	75	65	87	5	109	0	1	12	0	51	7	67	15	0	91	5	2	4	1	6	1	3	5	9	3	6	10	4	13	10	4	1	5	8	11	10	14	8	2	11	4	3	11	2	11	5	14	5	8	12	13	6	1	3	14	11	16	12	10	1	11	12	7	1	7	11	10	17	14	15	2	3	6	10	7	14	13	12	17	9	14	12	14	4	15	15	10	16	1	16	4	2	10	16	6	19	1	16	1	17	6	8	14	1	11	15	4	17	17	14	13	17	15	17	9	15	18	20	14	16	17	1	8	1	1	3	11	3	18	1	15
61500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.472305497249665	0.000165098317659	0.000052134431024	0.315778087648391	0.105877906097745	0.000000000000000	0.000000000000000	2	-1	1	-4	2	6	13	6	1	3	3	-5	1	8	-2	-2	-1	1	-3	-6	0	6	-6	-1	-6	1	8	-3	6	-1	7	-1	-1	-2	6	-6	2	6	10	-5	7	-1	2	-6	-4	4	3	-5	6	8	4	-5	8	-5	-6	-5	-2	-6	6	12	-4	2	1	-4	-4	14	17	2	-2	1	9	-1	-3	5	-1	8	4	2	-2	10	-4	7	-2	-1	-2	2	5	-5	4	4	5	10	-5	3	5	3	10	-2	7	8	2	4	-3	-1	-2	1	18	-4	10	12	-5	7	-1	-4	22	0	96	102	81	0	84	0	64	14	54	24	58	21	71	80	55	16	44	103	101	88	55	57	103	85	79	37	6	68	18	28	8	35	90	1	34	51	113	51	105	71	101	57	89	51	110	111	76	8	104	48	11	110	31	8	47	72	80	28	103	85	95	113	98	53	49	107	88	82	90	91	47	18	96	42	115	38	8	6	52	3	33	76	31	53	31	7	115	46	5	75	34	8	5	24	26	75	26	90	21	14	26	43	60	93	101	56	0	78	7	0	65	48	43	75	0	52	3	3	1	1	5	1	8	6	10	4	8	1	3	13	10	10	10	12	3	6	10	14	6	4	11	1	4	10	3	11	4	14	2	8	11	13	12	8	6	4	14	16	12	6	3	10	9	9	6	4	11	9	17	14	15	1	8	12	1	6	14	8	10	17	5	14	9	10	7	15	15	3	8	10	16	5	8	10	16	11	19	13	15	12	17	1	8	6	8	8	15	9	17	17	11	11	17	15	17	11	15	18	20	6	16	17	1	10	6	1	8	6	16	18	1	15
62000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.500960066143062	0.000179882312509	0.000052881984901	0.293981015495290	0.107454043863074	0.000000000000000	0.000000000000000	-2	10	15	-6	-6	3	6	-3	5	-2	2	6	4	-5	15	12	7	2	1	-1	6	5	3	2	2	9	14	6	-6	0	11	13	-5	-3	7	14	3	3	1	-1	2	17	3	10	13	5	6	-4	14	-1	-1	8	16	4	-1	0	0	-1	-5	-4	10	3	-6	-3	2	17	1	-6	5	9	-4	3	-1	5	4	2	-1	5	-3	-2	8	-6	4	-3	2	-5	16	1	2	6	-1	-1	0	4	-3	13	-5	4	0	7	3	1	6	-4	5	-4	16	11	-3	5	-1	0	7	6	34	-5	77	53	103	0	34	0	76	16	89	13	35	96	55	73	16	73	4	90	101	81	103	17	49	47	36	73	25	28	39	103	11	36	52	31	5	79	7	80	79	35	74	97	15	29	79	21	50	26	105	106	112	83	25	17	34	110	27	59	71	80	90	49	37	85	29	107	15	51	105	52	106	6	59	37	47	90	60	20	68	6	101	55	104	37	73	82	115	4	56	53	105	93	33	11	82	41	68	37	69	115	24	104	50	37	32	51	0	101	55	0	47	84	18	70	0	89	2	1	1	1	8	1	3	9	10	8	8	14	8	13	2	10	12	2	11	5	2	9	11	1	3	5	13	6	6	3	5	12	10	12	11	9	10	12	10	12	14	16	12	12	10	2	10	4	3	9	13	14	17	14	8	11	9	11	8	7	1	10	10	17	8	14	4	13	1	15	15	7	12	11	16	7	8	12	16	8	19	3	15	14	17	1	8	9	6	6	11	7	17	17	11	5	17	15	17	11	13	18	20	12	16	17	1	10	7	1	8	12	16	18	1	15
62500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.440926327818406	0.000152901162647	0.000052825672453	0.345489017471923	0.105468068034738	0.000000000000000	0.000000000000000	0	0	16	2	1	7	-3	8	2	7	0	3	-5	-5	8	-5	16	16	14	2	5	-6	11	8	6	4	-3	14	13	4	1	-4	8	4	2	-2	-6	-1	0	-1	2	-5	5	5	19	11	6	7	-4	2	-4	3	4	3	0	-6	12	-2	7	2	-3	3	-2	0	5	-2	0	10	13	-4	13	1	2	18	-1	2	7	2	-6	2	2	-6	5	-6	-2	10	4	-2	10	-3	-1	7	10	14	7	1	-6	16	3	14	2	-6	-1	4	8	4	10	2	4	27	3	16	12	4	23	-3	88	102	69	0	105	0	116	37	53	107	110	61	111	86	55	89	99	66	88	91	57	112	43	89	9	80	23	45	115	62	113	114	26	112	11	103	55	39	68	105	69	14	71	8	14	36	27	56	92	62	15	95	34	71	5	93	93	62	72	85	91	21	69	96	85	12	62	4	42	103	108	49	70	115	37	3	97	71	4	9	35	66	52	3	92	62	3	16	96	43	114	71	104	112	67	44	15	109	71	70	49	36	12	105	13	25	0	92	79	0	94	58	74	2	0	63	3	5	4	1	3	1	9	9	5	5	4	11	9	5	5	6	8	2	11	12	5	2	2	5	14	7	3	12	14	10	3	4	5	9	8	11	8	12	6	12	14	16	3	10	15	9	9	9	4	6	13	8	17	14	3	6	10	3	9	2	10	14	4	4	11	14	13	13	13	15	12	5	12	14	16	3	9	12	16	7	19	10	15	14	17	4	3	5	2	4	16	15	17	17	15	10	17	15	17	11	13	18	20	12	16	17	1	11	7	1	4	3	16	18	1	14
63000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.511174854448228	0.000164142796757	0.000047124910598	0.287097037027605	0.108678929006154	0.000000000000000	0.000000000000000	-5	4	4	1	3	2	1	8	-2	11	3	-2	2	5	-1	1	11	13	1	0	-2	-2	-2	-5	5	-5	2	5	4	5	-6	-4	-3	4	1	-4	-2	4	-1	3	15	-2	-1	9	7	-2	3	-5	0	-1	-6	-1	4	-4	-3	0	13	0	1	5	-5	7	2	2	10	2	6	-6	3	-6	-1	-2	-1	1	-2	20	1	3	2	-4	13	8	3	3	19	0	-5	3	3	-4	4	15	7	6	5	11	1	-6	-1	5	5	11	11	-3	-1	8	6	-1	-5	7	9	-2	2	8	31	-4	88	9	60	0	58	0	54	9	105	85	88	89	15	30	74	5	79	35	101	60	102	78	16	93	36	114	34	37	83	6	116	96	19	82	85	86	91	14	113	66	68	55	6	23	108	44	105	91	98	6	61	50	35	95	10	77	44	70	25	45	49	58	107	16	33	21	75	27	64	38	105	21	76	23	39	93	6	92	95	108	115	30	40	53	92	72	52	86	61	48	72	60	24	93	72	8	47	49	59	20	53	77	64	27	69	63	0	115	89	0	57	84	51	100	0	26	4	2	5	1	3	1	8	4	2	4	11	9	3	9	2	8	6	9	14	7	11	7	8	9	14	10	6	9	14	4	2	13	7	5	9	9	14	12	2	12	14	16	10	10	15	7	13	7	3	9	13	13	17	14	1	5	6	6	5	13	1	14	12	6	11	4	13	13	13	15	12	9	1	14	16	6	13	2	16	10	19	2	15	5	17	10	1	12	10	9	16	15	17	17	15	10	17	5	17	5	13	18	20	14	16	17	1	14	6	1	4	6	9	18	1	14
63500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.514205908492257	0.000176880689022	0.000050433991682	0.285130004639990	0.127183511285017	0.000000000000000	0.000000000000000	-6	-3	3	-3	-4	3	6	14	4	10	9	4	12	-3	-2	-5	4	1	13	15	0	-5	3	13	-5	16	3	-3	18	4	11	-4	7	-3	-3	4	-3	8	4	12	2	-4	4	3	-4	0	7	4	4	3	-4	4	-5	-4	-1	-5	-3	10	16	7	6	6	-4	-3	12	-4	-2	5	19	-3	4	11	-1	12	6	5	-3	5	9	16	20	4	12	7	6	-4	-6	1	-6	4	-1	2	8	-5	2	-6	-3	23	-5	-4	11	6	3	4	8	-1	22	-4	6	0	8	-1	0	5	25	-5	91	82	73	0	17	0	23	115	9	82	85	62	71	96	49	14	93	67	4	4	53	64	32	87	1	43	99	50	21	30	21	88	4	47	28	28	57	54	100	25	73	89	3	49	77	19	105	7	54	97	69	32	85	33	29	33	91	60	24	63	53	67	16	106	19	24	29	33	94	53	67	111	64	54	111	97	50	100	9	102	115	82	12	38	65	114	84	6	6	113	32	64	34	16	32	31	87	52	110	42	94	34	73	6	96	32	0	15	95	0	26	9	33	49	0	13	4	3	1	1	1	1	5	7	7	4	11	8	3	7	9	5	7	10	11	7	7	10	8	2	14	6	8	10	14	4	12	13	3	3	10	2	3	4	8	9	10	16	5	2	15	3	13	3	13	15	14	13	17	14	11	7	6	10	4	5	11	14	4	4	15	13	13	13	14	15	7	10	11	14	16	10	13	9	16	5	19	6	15	5	17	13	3	2	10	13	16	15	17	17	10	1	17	6	17	4	12	18	20	11	16	17	1	8	5	1	6	2	7	18	1	2
64000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.474418405475635	0.000188224744523	0.000059107262844	0.314024933298637	0.106840581106458	0.000000000000000	0.000000000000000	9	3	0	4	-4	11	-5	-3	6	1	8	-1	-3	-1	16	8	4	2	0	12	7	0	-3	-6	6	-1	0	0	-2	11	-1	3	13	-4	17	0	0	4	14	9	2	9	0	6	-5	7	-3	4	4	7	-6	21	-5	-6	-6	0	-6	11	-5	-2	-3	5	5	1	6	10	3	6	7	11	0	7	-5	2	-5	-2	-6	3	-1	-4	9	12	1	2	1	2	-5	0	11	-1	12	8	-3	-3	-5	8	4	-1	-2	-4	3	3	9	1	3	-4	15	7	-2	2	3	5	-2	6	-2	-4	53	47	67	0	40	0	7	38	100	53	77	72	25	60	87	51	80	62	52	57	54	29	6	14	67	9	79	34	53	6	3	22	89	97	70	106	75	99	2	43	27	59	111	89	25	71	86	96	113	11	109	10	20	89	112	68	98	9	27	26	95	31	41	98	105	98	97	93	34	24	46	80	21	76	64	66	18	50	62	105	115	75	79	87	68	97	111	94	84	100	30	18	89	67	80	78	68	52	63	54	36	54	16	104	73	94	0	1	49	0	109	77	14	55	0	67	3	1	3	1	1	1	4	5	4	7	11	12	11	5	7	2	8	8	7	6	9	4	6	8	14	14	12	8	14	6	1	13	6	7	12	5	13	2	5	10	6	16	14	2	15	2	2	4	13	15	5	11	17	14	6	4	9	7	9	12	9	14	2	11	15	13	13	4	13	15	7	7	5	14	16	7	13	4	16	8	19	14	15	5	17	13	10	5	7	13	16	15	17	17	14	10	17	5	17	3	2	18	20	11	16	17	1	8	2	1	2	2	1	18	1	2
64500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.509396993703717	0.000198078127350	0.000057099270542	0.288266409353000	0.110786454683396	0.000000000000000	0.000000000000000	-4	3	-5	-2	-6	2	7	6	-6	1	-2	3	-5	8	5	6	-3	10	6	-6	12	1	1	8	-5	1	2	9	-6	3	2	14	0	12	-2	-1	-5	2	15	-5	4	2	18	5	6	3	-2	-2	0	-2	3	1	-4	-1	-5	0	2	-3	0	-3	-2	-4	-4	-5	-4	-6	-2	1	2	4	-4	12	-5	7	7	-2	14	2	-2	2	1	1	-5	-6	-2	-3	0	-3	3	14	4	12	17	6	1	-6	14	9	-3	3	13	3	4	10	-2	2	25	-1	-6	12	6	16	-5	0	2	1	82	103	116	0	27	0	29	18	17	11	17	79	47	94	42	116	4	67	12	39	36	82	32	92	106	67	49	114	97	61	3	88	59	31	81	12	47	72	115	92	20	96	6	30	75	29	14	17	68	19	106	2	61	31	70	89	61	19	55	105	30	75	45	6	89	115	77	79	23	16	101	109	7	75	67	104	47	68	21	29	32	10	60	70	82	99	31	12	31	34	6	16	98	28	12	111	103	23	18	42	43	2	44	20	71	111	0	87	37	0	42	87	75	69	0	72	1	5	4	1	5	1	5	3	7	1	3	12	6	10	3	11	3	9	6	13	1	4	7	10	7	1	5	10	14	4	5	13	4	11	9	9	9	13	6	5	3	16	14	1	15	4	4	3	13	15	10	12	17	9	7	12	1	14	4	11	3	14	7	1	7	7	13	7	13	15	10	3	9	14	16	9	2	7	16	11	19	14	15	10	17	8	12	4	7	3	16	15	17	17	14	6	17	10	17	1	1	18	20	4	16	17	1	5	8	1	8	3	10	18	1	9
65000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.505476200476408	0.000174358836616	0.000050718789156	0.290887402901039	0.113198977162015	0.000000000000000	0.000000000000000	-1	14	-6	3	0	-6	-1	10	0	1	3	-3	3	-5	3	3	5	2	-2	2	6	10	6	8	13	0	1	0	-5	2	-3	-1	-1	-5	14	0	-1	1	9	-5	14	4	3	15	7	5	4	1	5	-2	-2	4	8	13	1	13	-2	10	7	-6	1	2	6	-3	3	3	0	3	-3	-5	-4	4	7	-1	-5	5	14	2	-2	5	5	0	1	3	19	-2	1	-1	-6	-3	14	15	4	17	-2	8	3	2	0	-6	-6	8	0	6	15	15	4	4	5	3	0	1	4	6	0	2	26	95	113	0	24	0	84	76	108	24	113	19	68	64	48	31	68	22	75	115	84	20	25	90	30	19	8	100	74	8	113	74	80	23	13	39	74	37	44	28	61	103	6	24	71	112	108	15	71	40	79	107	112	41	46	52	86	92	58	61	12	101	40	62	51	103	30	84	3	40	104	112	97	113	88	57	105	87	105	60	19	60	20	91	37	52	21	18	3	40	111	44	55	101	2	36	93	26	51	58	22	94	67	22	92	50	0	55	27	0	40	89	51	78	0	18	4	5	2	1	4	1	4	7	5	3	8	5	1	5	7	2	4	6	10	11	10	7	6	7	8	4	5	8	14	4	12	13	4	14	11	4	13	8	4	11	8	16	14	8	15	1	10	12	13	15	10	3	17	3	7	12	4	14	10	1	5	14	6	3	13	7	13	8	8	6	9	13	4	14	16	10	5	10	16	4	19	14	15	1	17	9	12	5	16	12	16	15	17	17	8	7	17	8	17	7	3	18	20	10	16	17	1	9	6	1	1	7	10	18	1	8
65500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.453876309509452	0.000173182022605	0.000057547952902	0.332297498532635	0.100932324164616	0.000000000000000	0.000000000000000	0	-3	0	-3	-5	5	-1	14	-5	-1	4	2	5	8	-1	-5	4	5	13	3	6	-6	2	14	-1	12	-4	18	11	0	3	-6	4	2	3	6	-3	9	0	8	-4	3	8	4	-3	1	5	1	-2	4	4	-5	-4	-5	-5	6	12	21	-6	16	1	-2	-3	10	-1	12	8	4	-4	3	1	13	3	8	-4	2	17	5	-5	-6	3	1	-2	-5	-4	13	12	1	10	12	2	-4	16	1	-6	0	2	7	14	10	-4	3	7	3	7	3	27	0	5	19	2	12	-1	7	17	-6	95	25	39	0	40	0	108	6	86	7	75	79	81	44	105	91	58	60	105	74	104	68	110	66	104	107	72	94	116	48	18	17	102	48	81	76	42	109	78	109	30	85	66	40	85	45	19	95	38	17	62	42	98	47	22	100	112	89	11	114	99	68	23	77	6	77	1	114	58	2	65	6	111	56	114	3	114	10	75	45	116	74	94	46	81	85	19	49	3	109	62	84	85	111	111	64	51	89	64	52	41	57	46	2	27	16	0	32	113	0	2	105	32	10	0	19	2	2	6	1	7	1	7	3	5	9	3	8	7	7	5	6	5	8	3	10	11	12	10	3	5	5	9	8	14	1	1	8	11	14	12	11	12	3	11	2	9	16	14	7	2	5	3	12	13	15	10	11	17	11	5	1	8	14	6	1	6	14	7	8	13	13	12	5	9	14	10	11	9	14	16	1	8	7	16	6	19	14	15	4	17	6	14	12	12	2	16	15	17	17	10	6	17	3	17	6	3	18	20	12	16	12	1	8	9	1	9	13	5	18	1	6
66000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.501176397550744	0.000176737168708	0.000051930849436	0.293830945782331	0.088824738537950	0.000000000000000	0.000000000000000	12	5	0	-4	5	4	10	-4	5	-1	5	0	7	6	-2	0	6	0	-6	-2	5	11	0	9	4	8	1	12	-5	-6	3	15	-3	-4	-4	1	4	-4	3	-6	2	0	-4	-2	2	4	2	-3	2	3	9	11	-2	3	5	11	8	-2	6	0	9	3	-4	5	2	-1	-1	-5	0	9	15	-1	2	-2	-5	10	-6	-1	-1	1	1	10	11	-4	-4	-4	-6	2	15	4	5	-2	-3	3	-1	1	-5	-6	7	-3	-1	12	-2	1	-1	-4	20	0	6	20	-6	6	4	-4	25	8	49	114	78	0	16	0	22	15	4	87	106	18	87	100	62	26	35	39	68	21	31	33	74	22	59	6	52	94	43	61	38	68	106	106	66	60	110	25	43	17	105	63	89	108	14	74	114	66	66	47	51	11	27	25	68	113	93	1	104	56	53	57	5	53	32	22	60	15	68	107	103	105	116	32	13	72	50	18	19	35	80	96	46	108	63	109	22	37	103	14	96	26	90	7	4	73	53	105	15	86	58	24	85	4	22	31	0	84	64	0	17	26	104	66	0	13	1	6	4	1	5	1	10	2	3	8	5	1	7	10	6	2	6	1	13	13	6	10	1	13	10	8	8	11	14	10	5	8	12	14	12	5	12	15	5	7	10	16	10	15	8	1	10	4	13	15	2	2	17	14	11	3	9	14	6	4	7	16	10	6	13	14	12	5	8	4	3	11	12	14	16	1	6	11	16	8	19	14	15	1	17	4	14	5	9	8	16	15	17	17	12	11	17	6	17	13	9	15	20	6	16	12	1	3	5	1	1	13	8	18	1	11
66500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.481364797775998	0.000195113685366	0.000060180730792	0.308439311569180	0.140206040198230	0.000000000000000	0.000000000000000	2	-3	11	-5	11	5	12	-6	-2	14	14	-3	0	7	2	0	1	16	-1	5	9	11	7	0	2	17	1	12	-5	10	-4	4	3	15	-2	-2	5	3	2	2	-4	0	-3	18	0	12	-2	-5	1	10	-4	5	7	0	6	10	-5	-3	-6	-5	-2	0	2	-4	-6	0	-3	1	7	0	1	-1	5	-1	10	14	12	-6	16	-2	-2	0	-2	1	17	4	7	-2	-3	7	0	6	-3	-6	-6	14	2	1	1	7	5	-6	-2	-5	6	4	20	10	-3	-2	0	-4	15	0	35	-3	116	33	114	0	95	0	7	108	5	77	41	84	59	112	87	64	15	40	106	73	80	27	36	88	40	47	3	59	49	13	69	89	104	25	36	4	58	76	19	68	16	15	8	98	9	13	67	74	84	21	9	76	66	71	46	57	7	109	7	74	4	11	71	70	26	30	102	26	9	37	25	89	16	103	87	82	17	45	107	58	51	61	52	59	91	39	83	86	20	46	66	33	31	33	37	23	17	75	37	6	64	84	113	106	21	112	0	77	9	0	96	71	114	61	0	39	2	4	1	1	9	1	2	3	2	8	2	8	7	10	10	12	8	3	13	13	2	12	11	13	1	4	9	7	14	10	6	3	12	14	12	4	6	15	1	10	2	16	11	15	5	1	15	8	16	15	11	9	17	1	5	7	6	14	3	6	3	16	3	3	1	12	12	4	5	3	10	1	9	14	16	1	5	2	16	9	19	10	15	3	17	11	14	5	5	3	16	15	17	17	12	7	17	10	17	4	10	15	20	8	16	12	1	13	3	1	6	10	5	18	1	2
67000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.618809571461548	0.000181914499962	0.000042231302998	0.232149185509363	0.121533596893621	0.000000000000000	0.000000000000000	-1	-6	1	0	0	-1	-4	7	-5	-1	7	16	-5	-4	7	-6	-6	8	-2	-2	3	-5	13	14	-5	0	7	1	3	0	-2	12	-4	4	0	-1	3	-4	-3	6	0	-6	16	19	2	12	-2	-1	9	0	16	11	-2	0	3	0	4	-1	4	4	3	10	3	-4	-5	1	-2	-6	-4	-5	2	1	16	1	18	0	1	-2	15	2	12	14	-4	0	-3	9	4	8	2	-6	2	5	-5	3	-1	17	2	4	18	0	-6	1	-1	17	-6	-6	18	0	6	1	-2	4	0	4	22	0	78	72	73	0	57	0	91	97	60	21	47	82	106	4	48	13	3	58	48	111	102	76	77	97	103	87	82	116	54	23	17	31	112	17	54	95	91	84	36	111	108	10	111	96	36	54	94	14	1	10	91	9	96	59	50	78	47	91	2	49	57	112	82	26	14	94	23	94	3	33	37	48	78	9	97	66	86	116	107	10	43	40	27	3	62	106	108	74	74	45	26	68	41	68	86	4	26	67	27	34	51	92	69	6	91	72	0	29	86	0	21	46	18	69	0	64	6	2	4	1	3	1	1	10	1	3	10	7	9	4	13	10	6	2	13	4	3	3	9	13	11	12	10	7	14	14	10	9	12	14	12	5	11	7	9	8	1	16	13	15	2	12	15	5	16	15	11	8	17	3	7	5	11	6	8	8	11	16	4	4	1	3	12	7	4	12	3	5	6	7	16	7	4	4	16	11	19	16	7	6	17	8	11	4	5	13	16	15	17	17	9	10	17	10	17	8	9	15	20	8	16	7	1	14	12	1	7	3	7	18	1	5
